TSNE_1,TSNE_2,Cluster,Income,TotalSpending,Age,Recency
-25.79328,4.2347126,0,38200.0,17,44,19
-4.9990797,7.8731036,3,44989.0,369,40,26
-33.319885,16.770208,0,38443.0,38,46,58
-28.193075,-15.587892,0,38593.0,177,36,42
-5.231811,19.944838,3,64413.0,279,44,27
-49.026028,-13.72662,0,36959.0,62,33,56
14.390101,-50.3467,1,61996.0,1230,37,27
-18.0922,3.5099945,0,51287.0,182,46,10
-20.099672,-1.460693,0,13260.0,49,44,48
-35.00266,22.114563,0,47472.0,75,48,39
-19.333645,13.156009,3,54603.0,227,58,85
0.899491,-29.267023,0,45207.0,215,40,64
1.4471698,1.8450844,3,40689.0,444,63,69
-33.439156,17.194654,0,47821.0,47,47,54
-10.6309595,43.16959,0,27450.0,143,63,57
-50.767754,-13.411025,0,39453.0,55,31,64
-21.437395,3.850729,0,26850.0,63,43,10
36.879353,-26.575544,1,79800.0,1867,59,65
15.837775,24.253592,3,61794.0,611,53,74
7.4486575,-30.862314,3,53863.0,473,59,4
-18.114967,37.398354,0,24221.0,55,55,94
-13.977234,-43.535805,0,39684.0,81,30,41
29.389038,-27.694864,1,92163.0,2086,39,25
42.502384,16.633484,2,69882.0,1478,49,94
-38.753098,-11.513494,0,33178.0,49,37,9
-1.7626412,16.328606,3,59973.0,382,42,47
-33.08382,-11.609537,0,17459.0,69,39,12
-51.21506,-0.35490683,0,23910.0,67,45,80
-24.937483,3.602298,0,42169.0,30,45,20
-33.346546,-16.305237,0,26224.0,63,36,39
-28.38164,-19.814333,0,31089.0,79,33,57
-13.994736,40.6401,0,30081.0,42,53,27
10.66185,16.926119,3,62807.0,819,54,83
39.35055,25.717035,2,72906.0,1151,59,79
6.1602373,20.296585,3,61467.0,594,66,69
-18.02146,-3.8907657,0,49618.0,129,48,77
-33.676765,-23.590162,0,21888.0,213,28,15
-14.883776,31.411041,0,42429.0,67,41,99
-31.428331,22.041422,0,26150.0,28,58,61
-11.234343,21.651226,0,30801.0,45,39,23
26.591524,-17.422977,2,81168.0,1193,49,84
-15.672604,28.377571,0,26877.0,268,45,74
-6.1890335,39.24914,3,45006.0,266,70,90
-43.988106,-5.111887,0,18978.0,37,41,41
-24.95778,-0.657872,0,22574.0,37,47,28
26.027212,7.8083587,2,48240.0,882,45,73
-7.337839,-6.006398,3,45837.0,373,40,88
-27.450302,11.581047,0,35791.0,35,49,94
-17.997194,25.822113,0,162397.0,107,38,31
-29.165648,5.080622,0,54162.0,42,36,31
3.2728393,30.06239,3,30522.0,326,54,6
2.2015808,26.053776,3,54456.0,404,53,23
-56.870968,2.334829,0,31632.0,95,43,92
18.948048,-29.877008,1,72298.0,939,65,52
-47.94407,-6.7098694,0,36975.0,33,36,50
25.751144,-19.274158,2,72635.0,981,59,54
-54.74912,-2.2070038,0,13624.0,36,38,93
32.30619,14.416669,2,84196.0,1237,39,56
17.49059,1.140228,2,70971.0,1825,54,28
-17.841038,-7.218023,0,34487.0,103,37,94
-24.680838,-19.131626,0,28769.0,191,37,76
22.240854,4.8231206,2,69084.0,1586,44,43
25.802288,29.79357,2,65488.0,963,56,46
33.736595,12.525867,2,62466.0,889,44,13
53.388237,-41.701508,0,32218.0,93,54,27
40.802376,9.710951,2,83917.0,1587,41,12
-38.36293,28.566748,0,46102.0,16,52,3
27.545115,17.95507,2,84574.0,1375,62,72
5.2421684,32.549683,3,56181.0,393,52,6
19.822119,13.452932,3,63120.0,1477,64,53
51.734444,-28.471817,2,73691.0,1179,43,58
23.184769,15.209861,2,63381.0,1005,54,78
41.38704,27.090054,2,76140.0,1348,66,57
17.36636,11.623021,3,62859.0,1307,55,37
52.917934,-30.550756,3,45906.0,486,50,20
20.036274,-28.553986,1,77632.0,2252,67,73
-8.763189,-4.2719107,0,46463.0,235,43,56
30.728783,-26.814186,1,105471.0,1724,44,36
-9.682897,11.806842,0,55282.0,235,44,9
19.223564,5.6178417,2,78710.0,1092,37,42
9.618296,24.027117,3,66886.0,599,56,28
20.823162,-17.115938,2,98777.0,2008,54,23
-47.24182,-16.99601,0,29103.0,48,29,38
19.453238,3.5724676,3,67445.0,1174,40,63
-4.3805466,39.755856,0,50616.0,67,64,71
0.3391618,27.33208,3,49431.0,365,59,9
-17.752531,26.316656,0,153924.0,6,39,81
-5.9023027,36.810177,0,61278.0,165,61,87
-10.288696,36.463833,0,26490.0,210,56,92
24.960617,21.212662,2,73059.0,1095,67,36
52.510487,-35.881454,0,46734.0,223,48,86
7.203388,15.372611,3,56253.0,597,51,83
-55.002457,-14.287609,0,19986.0,22,29,74
25.719282,10.192175,2,58330.0,1064,39,87
-40.447002,1.2104961,0,25965.0,74,34,29
-18.900251,38.143208,0,14661.0,26,58,88
-19.767717,37.712997,0,18690.0,60,55,77
-11.569373,22.212214,0,45068.0,20,40,25
-39.68543,-22.248161,0,21063.0,59,27,34
-43.334465,-3.1055439,0,29187.0,34,46,43
-20.701956,-8.930929,0,54690.0,198,43,76
23.338802,15.022921,2,59304.0,1048,50,81
6.7507343,17.832762,3,59247.0,574,52,87
32.76084,11.793161,2,66731.0,1029,44,33
31.861553,4.6008315,2,77353.0,670,34,38
3.579112,12.100109,3,52614.0,990,39,63
-33.462902,-2.384578,0,26751.0,11,40,26
13.5164175,-19.87666,3,81300.0,1241,51,17
48.95127,6.2890735,2,70337.0,576,35,75
57.61852,-37.825344,0,36145.0,172,29,13
37.82485,5.7310405,2,65295.0,664,34,19
15.049953,13.158402,3,68118.0,928,51,51
30.500433,13.752724,2,68743.0,2074,47,81
-13.599699,-12.5501585,3,41039.0,467,32,32
-5.5490355,35.974495,3,38946.0,257,59,84
42.491398,22.647308,2,65777.0,1146,47,87
8.582417,11.313231,3,66476.0,689,38,99
47.1441,17.335215,2,86857.0,2114,42,96
43.711678,-4.3444157,2,160803.0,1717,32,21
28.099947,-30.433653,1,77845.0,1346,25,40
38.46771,8.471564,2,69476.0,1044,45,3
3.6819787,-27.486397,3,50611.0,493,54,98
39.8151,20.991272,2,61209.0,957,44,73
-6.0261445,34.520386,3,42315.0,270,56,90
-12.725435,43.250496,0,13084.0,29,62,29
-34.05908,28.511301,0,47570.0,121,65,3
-4.2147555,37.573273,0,61923.0,126,53,94
-54.279133,-22.244915,0,34824.0,23,19,65
-31.725677,27.624117,0,26518.0,57,65,33
12.86987,27.641417,3,45938.0,636,53,46
22.79344,-20.721018,2,78468.0,1004,54,29
7.8445115,11.867231,3,78901.0,734,41,99
29.374207,1.2965944,2,71427.0,614,36,26
53.59238,-27.96607,3,71022.0,1453,36,30
23.395018,-33.195255,1,90247.0,1621,26,27
-29.61618,-10.10624,0,41335.0,187,46,24
40.714504,-26.550797,1,71952.0,1443,28,93
-42.22915,-8.578673,0,35682.0,57,44,34
4.2899756,19.95595,3,43185.0,637,63,88
49.81288,-30.380867,3,66375.0,948,66,96
56.101543,-41.78001,0,35178.0,59,43,10
-43.709766,-18.963118,0,25252.0,18,28,26
15.327249,10.628908,3,55250.0,903,49,49
-32.88242,-8.706891,0,33249.0,112,39,11
15.490234,25.419079,3,58398.0,596,61,44
-18.086224,-16.303524,0,50272.0,233,32,75
45.17351,13.751711,2,76618.0,1511,39,64
23.542961,-19.618048,2,87305.0,1152,54,19
-46.336147,-12.698744,0,25851.0,48,36,45
20.17052,1.7589742,2,58710.0,1185,44,77
-36.197903,27.419802,0,45160.0,21,56,9
7.683844,31.847612,3,74806.0,965,49,1
13.989189,16.051737,3,59111.0,869,60,90
-47.03541,-16.479876,0,18988.0,16,30,43
41.380333,16.540617,2,72190.0,1947,49,79
57.011368,-37.543343,0,7500.0,71,38,19
-13.150813,33.599964,0,44794.0,65,48,99
25.028595,-18.173395,2,80395.0,1380,59,62
42.330173,13.615836,2,75012.0,1027,38,41
-4.2838445,-4.222173,3,56962.0,411,49,60
33.54449,-13.269995,2,89891.0,836,23,17
-32.39484,30.636639,0,35946.0,11,65,24
-0.88863564,-2.4613085,3,53593.0,480,61,60
-3.4856427,-7.751943,3,66373.0,606,36,57
-17.722944,12.684493,3,45072.0,284,66,74
23.059769,-34.59933,1,89694.0,1472,41,22
22.83322,-30.529316,1,72025.0,1677,65,46
31.674522,14.73356,2,67432.0,1335,41,69
3.429546,34.002094,3,70545.0,334,62,29
-45.594173,-18.472618,0,17487.0,18,25,37
32.90258,10.5435505,2,62882.0,1338,45,26
18.86858,22.128183,3,64108.0,1099,61,8
-32.66872,25.7635,0,34941.0,97,58,26
-24.498224,21.881945,0,48767.0,63,64,79
-54.20765,-8.337946,0,38702.0,109,36,71
26.562021,-17.762756,2,82224.0,902,50,83
23.542059,-16.8979,2,83844.0,1574,62,57
-33.524666,-15.737098,0,17003.0,38,39,37
45.093353,5.6377854,2,71163.0,960,19,30
56.301186,-40.994354,0,33697.0,28,44,34
51.583023,-27.152243,2,63564.0,1215,60,0
45.90767,20.977448,2,83443.0,1497,42,89
-0.5414689,37.529255,3,51518.0,449,56,92
25.719315,10.192117,2,58330.0,1064,39,87
25.75652,-34.153206,1,80952.0,1757,45,20
46.99429,9.3752575,2,75507.0,1440,35,56
34.862633,6.4415073,2,63855.0,1006,36,28
9.871137,7.650061,3,62220.0,1226,42,55
16.216854,10.962129,3,58512.0,1171,50,25
-38.81628,-12.601927,0,40662.0,92,35,0
-7.6856804,36.700916,0,38829.0,99,55,86
-37.76885,-16.644999,0,35523.0,66,33,8
0.4536266,8.932453,3,79146.0,564,47,33
44.169235,8.256188,2,78285.0,1427,26,13
57.434277,-41.873592,0,31626.0,86,36,12
37.050335,25.416313,2,75127.0,833,62,92
-5.892408,35.833267,3,48726.0,242,59,90
41.436466,10.231987,2,74985.0,1869,37,8
35.434,8.469298,2,67430.0,1364,27,6
-10.029413,34.41459,0,46891.0,183,49,91
3.3954792,22.881428,3,62058.0,450,58,52
36.19564,4.8592305,2,72063.0,758,35,3
29.984646,19.250473,2,78939.0,1507,63,57
0.48051235,-4.97034,3,42720.0,654,49,9
-22.671597,2.8942606,0,33622.0,81,42,22
-24.865,31.608976,0,6835.0,137,57,76
-25.87787,19.284843,0,41452.0,16,61,86
-13.760147,35.787666,0,40760.0,93,49,64
41.833473,25.297348,2,74250.0,1158,56,90
-27.235125,19.97032,0,51124.0,43,59,79
37.032974,16.683977,2,72258.0,1525,43,28
44.839172,20.392637,2,71466.0,1230,40,86
-29.318035,4.4493546,0,36283.0,29,38,42
-42.994495,-3.8725784,0,20587.0,25,44,39
-36.907192,-7.8767757,0,30467.0,24,42,8
-43.437412,-4.675446,0,31590.0,38,42,40
-39.321617,-19.785538,0,20425.0,57,28,5
-25.933668,13.647399,0,17144.0,47,54,96
54.318466,-29.046227,3,42564.0,813,46,28
56.41494,-32.845875,3,43783.0,629,36,22
-4.5252485,7.3040414,3,40780.0,377,38,30
36.722492,30.37746,2,62847.0,1612,69,45
22.208982,-30.256672,1,82017.0,729,57,58
52.71542,-41.319588,0,16813.0,50,64,49
-10.696857,-1.5172431,0,51267.0,270,36,37
-8.394016,34.743553,0,46524.0,177,53,70
4.835794,-32.443077,3,45183.0,315,52,33
11.742884,17.915962,3,70421.0,767,60,98
20.3543,9.764354,3,60161.0,1071,49,17
45.075573,16.227365,2,73926.0,1580,41,54
-29.760382,-12.402897,0,19329.0,60,46,39
6.758194,13.010623,3,61872.0,573,44,81
-27.420464,20.39402,0,46984.0,41,58,71
-27.133177,25.326637,0,34838.0,170,63,62
29.900414,25.04218,2,82716.0,1167,70,8
13.181979,-50.00866,1,48192.0,1526,56,76
5.5384054,6.5832195,3,49681.0,458,38,66
-12.590068,31.664968,0,56850.0,63,43,83
3.8435423,30.81843,3,55267.0,405,57,28
4.188838,-24.665403,3,59666.0,1027,42,87
37.135742,16.853779,2,72504.0,1478,42,43
-46.139378,-27.799078,0,26872.0,72,33,0
-34.823566,-10.349778,0,21359.0,48,42,1
38.00352,7.9506845,2,73170.0,726,39,1
16.158829,18.78895,3,52750.0,860,59,72
48.595352,11.887317,2,91820.0,1497,28,72
7.6323075,31.874311,3,65968.0,495,44,12
-36.266697,11.258385,0,30772.0,20,38,89
15.342255,29.254074,3,22507.0,570,60,67
11.022933,13.139999,3,65685.0,769,42,54
-42.587467,-13.468507,0,25804.0,55,36,34
28.248487,-29.852346,1,76412.0,1808,34,15
-43.93153,-6.060866,0,22063.0,55,42,43
16.464052,-49.842724,3,57091.0,577,53,0
-20.7322,36.321327,0,22419.0,162,51,74
12.446141,-50.766266,1,87771.0,1957,55,61
27.23446,14.308805,2,78353.0,1576,55,51
15.989926,-29.018053,1,93404.0,1616,60,97
-26.316175,15.581973,0,37859.0,36,52,75
38.196705,22.631155,2,80995.0,1482,56,83
-42.81456,-17.979786,0,16529.0,22,30,23
-34.09541,8.761322,0,55412.0,63,38,65
33.79184,-2.2106607,3,48789.0,680,22,94
3.6889453,15.318208,3,56575.0,542,47,42
-38.221104,-16.139036,0,25130.0,50,34,10
-31.318666,13.483942,0,35441.0,39,47,94
28.100643,15.498453,2,71391.0,1043,58,50
-17.112926,-13.191654,0,49494.0,385,42,46
50.75754,11.812737,2,81702.0,1633,34,98
-13.258427,22.581713,0,45889.0,46,34,42
53.358246,-28.890797,3,56628.0,761,37,30
-33.850464,28.519478,0,34026.0,76,64,11
-3.4636652,16.169594,3,40049.0,290,40,61
-36.14399,-20.186771,0,34176.0,89,26,12
-25.246584,-21.512722,0,19419.0,70,33,76
29.484291,29.718338,2,82504.0,1066,54,2
14.10465,-52.977905,1,81205.0,2009,44,43
45.411404,7.4940104,2,61618.0,1345,23,27
9.738112,18.3929,3,55284.0,764,58,60
-7.3466563,34.519325,0,49980.0,195,51,79
-23.270666,-22.00897,0,15072.0,53,34,96
-4.365998,9.4410305,3,49166.0,368,40,17
6.2255044,28.713297,3,65324.0,544,60,0
38.024727,-28.82889,1,82347.0,1853,57,38
54.13478,-39.782795,0,30843.0,35,48,43
11.464942,-32.511166,3,46374.0,446,40,1
29.960526,11.448272,2,60474.0,1180,35,25
-10.858006,22.692867,0,38576.0,41,41,2
-13.171287,-17.058533,3,55357.0,727,29,66
-33.673294,17.784967,0,37758.0,40,48,49
32.46494,-12.993648,2,85710.0,1062,25,5
-49.6401,1.1066219,0,23228.0,40,45,71
-8.2449,-2.870241,0,44602.0,292,45,35
-57.258503,-20.49832,0,7500.0,15,27,94
-12.166734,-15.968367,0,38683.0,341,25,80
-16.279814,-13.487361,0,49514.0,369,39,61
0.7414232,12.193297,3,57906.0,401,41,29
2.4961116,26.74455,3,43456.0,393,48,0
-55.43439,-17.46286,0,19485.0,10,28,80
-0.708012,14.325918,3,53172.0,486,36,54
-52.69851,-8.302525,0,30545.0,69,35,71
14.940409,-50.666355,1,70123.0,1727,31,27
10.580503,-24.638813,3,62450.0,995,55,61
-29.875698,-16.940773,0,21675.0,45,38,55
-26.088028,-15.052855,0,42395.0,182,33,35
32.401054,4.223885,2,61346.0,989,36,34
36.843197,-28.033712,1,80812.0,1677,61,95
-3.1315005,-5.467692,3,42835.0,595,43,64
-35.471577,-22.173977,0,39922.0,156,31,30
34.31435,19.597406,2,86424.0,1226,58,12
-23.645721,-21.343388,0,17117.0,128,36,96
56.89348,-38.630802,0,24762.0,86,42,16
-10.935381,21.343742,0,35797.0,68,39,16
-51.6531,-4.0253634,0,36627.0,16,39,78
-36.316704,9.117637,0,51111.0,55,33,83
47.1441,17.335165,2,86857.0,2114,42,96
45.37744,16.641125,2,82072.0,2018,44,67
-19.551647,12.802987,0,46231.0,263,61,87
-33.652462,24.65909,0,42243.0,55,55,34
0.07567889,-3.8325884,3,51195.0,564,52,46
37.215153,4.92159,2,68092.0,1281,36,7
59.559277,-38.85615,0,31814.0,83,41,73
-5.867087,-2.2504313,3,51390.0,353,49,54
50.154552,10.814521,2,76630.0,1003,31,93
-51.96207,-17.708078,0,26868.0,14,23,52
48.076614,-28.488682,2,48948.0,902,71,53
13.619505,13.168675,3,55260.0,1139,42,81
22.747217,22.829668,3,64090.0,797,58,8
29.718733,16.896656,2,78331.0,1638,56,97
-17.77865,-13.729411,0,37087.0,401,40,50
-34.498398,-23.524294,0,21846.0,84,28,38
38.617043,25.959753,2,81320.0,928,56,61
-5.9339924,21.58232,0,54137.0,203,44,46
40.99971,21.341608,2,66825.0,858,47,73
-3.223997,14.376313,3,57100.0,409,41,19
-9.74976,1.7263538,3,58917.0,282,45,10
46.77731,14.528617,2,85072.0,1423,37,94
23.266594,-19.726307,2,86429.0,1449,53,10
-42.322216,-4.306209,0,45684.0,28,43,37
-57.843777,-4.7147155,0,47889.0,67,40,94
-49.04012,-28.869406,0,45921.0,199,28,23
44.667793,23.4007,2,78420.0,1453,48,75
46.079723,4.4559283,2,75114.0,1253,22,40
14.499373,3.1361704,3,52278.0,1198,51,24
-32.06189,-9.211038,0,35641.0,178,42,11
33.60335,-15.779416,2,95529.0,1990,20,29
35.462734,27.274864,2,62820.0,976,60,51
40.43213,23.498001,2,73113.0,1001,54,86
19.524656,-33.384853,1,84169.0,1919,32,9
3.1505463,33.610302,3,42607.0,350,60,30
24.91897,-17.861275,2,74637.0,1650,60,73
17.989763,-50.198856,0,46015.0,46,59,25
48.0137,11.0358095,2,72354.0,1228,21,67
-49.6137,-2.0217206,0,39858.0,95,45,67
-26.460627,23.521437,0,34469.0,62,66,58
33.740505,-20.390417,2,83033.0,1761,28,82
-15.17783,-14.162251,0,24401.0,467,35,98
29.738373,-17.307318,2,77583.0,1149,36,93
36.269447,-14.856411,2,74116.0,2052,32,53
46.679165,11.162037,2,74293.0,1127,21,66
36.7223,4.088044,2,68397.0,1416,38,6
39.759823,5.4225316,2,79632.0,1113,40,42
-59.69056,-9.782534,0,46107.0,125,25,78
8.582542,-29.215775,3,64950.0,966,63,29
-56.80499,-15.363672,0,25443.0,32,25,82
37.050297,25.416754,2,75127.0,833,62,92
-49.881405,2.1352184,0,32892.0,46,43,78
30.635145,6.8197412,2,71796.0,960,43,54
14.993366,-20.646315,2,67536.0,1829,44,45
14.063387,10.036235,3,55239.0,779,43,59
-2.5923407,11.364851,3,60554.0,811,39,8
5.610733,-3.2214262,3,64831.0,1120,62,51
9.791678,20.880144,3,56067.0,725,52,51
30.251804,-15.514702,2,82025.0,1187,31,76
23.913147,-30.630306,1,94384.0,2302,61,62
-60.499256,-13.953044,0,14906.0,66,28,86
17.08172,-32.80585,1,51563.0,1250,27,60
31.225218,4.6122227,3,57937.0,683,32,56
-19.37249,-13.52767,0,68274.0,305,35,83
-57.838108,-5.291838,0,39771.0,50,37,92
-0.6672819,11.578197,3,67893.0,995,39,31
-57.081783,-6.062943,0,27922.0,41,35,80
55.120075,-38.750862,0,52190.0,77,38,39
-19.59185,2.8564217,0,44051.0,171,41,20
-34.74963,-0.8624965,0,42767.0,131,43,53
-35.573795,10.571475,0,46106.0,54,38,84
-20.139978,-2.91077,0,16927.0,53,38,50
19.73486,16.988913,3,59754.0,475,49,96
12.969468,18.950153,3,53700.0,694,62,94
-23.60134,4.732388,0,59041.0,96,41,25
2.5394206,22.989428,3,54237.0,361,57,48
25.162954,15.3214655,2,70647.0,1079,47,65
6.9691753,15.567822,3,52597.0,578,52,69
-33.659306,-6.6451826,0,41021.0,64,45,12
-20.31515,-7.635473,0,40233.0,149,39,84
-9.950923,-3.8794725,0,50183.0,231,34,47
20.707378,16.541105,3,54753.0,728,55,87
27.759977,-29.539984,1,92955.0,1778,41,35
-29.987022,-15.867873,0,33471.0,93,41,47
-44.980152,-4.41103,0,34596.0,23,40,48
-9.350094,-14.118473,3,44010.0,662,34,46
44.079723,9.068506,2,84219.0,1198,26,27
-23.674986,-0.93776053,0,40706.0,81,46,37
-14.140759,-43.226124,0,15716.0,92,26,8
10.004483,24.870848,3,59052.0,491,55,29
46.09679,17.784779,2,80573.0,1564,43,85
29.462816,31.016047,2,83715.0,926,52,2
24.862951,-14.38069,2,82576.0,1910,55,66
-4.2838445,-4.222173,3,56962.0,411,49,60
-27.242022,24.013803,0,35704.0,94,62,54
49.944347,-27.970371,3,53103.0,1085,60,70
-29.70436,20.232794,0,46779.0,23,54,55
-38.4282,-3.6138794,0,4861.0,6,49,20
-54.8681,-5.7668242,0,33462.0,54,35,78
20.417757,3.7135456,2,63693.0,1150,36,63
29.31252,-24.939253,1,80763.0,1415,64,17
1.0613562,12.50627,3,65352.0,405,40,43
41.608345,7.1153708,2,82170.0,1908,36,13
36.22331,-27.194866,1,75759.0,2486,45,46
45.899612,17.007858,2,79689.0,1315,38,65
-35.384018,27.88377,0,35340.0,45,58,1
12.10683,-51.157795,1,85683.0,1789,60,6
-42.15882,-4.7986364,0,24884.0,19,42,32
56.560856,-33.20387,3,42021.0,573,33,34
27.920176,1.0855749,2,64449.0,805,25,70
-25.582516,24.110481,0,64587.0,108,60,49
-54.279655,-22.2453,0,34824.0,23,19,65
31.799192,-14.225103,2,75437.0,1493,36,25
-25.651348,17.041662,0,26091.0,89,57,84
54.949196,-28.697897,2,52845.0,936,41,7
2.4938843,28.166382,3,46086.0,343,58,34
17.441587,-30.302248,1,78028.0,528,58,38
28.4914,-30.221054,1,95169.0,1901,27,1
56.37271,-31.989836,3,56337.0,724,33,25
-39.172752,-21.764116,0,22434.0,58,27,25
1.3545767,21.900612,3,36930.0,297,60,50
50.65868,-31.86698,3,36130.0,488,60,46
14.318676,20.339867,3,65569.0,859,61,96
23.541992,-16.897778,2,83844.0,1574,62,57
53.687984,-37.46452,0,19514.0,69,46,47
-32.222305,19.002249,0,36736.0,17,51,52
26.229897,-34.38284,1,77568.0,2194,35,30
-12.642728,31.252144,0,49187.0,116,38,63
-8.561477,-10.952266,0,30168.0,279,36,51
-6.3434763,25.7501,0,34053.0,103,46,14
-23.098879,3.8433588,0,38196.0,44,43,20
23.123714,32.08589,3,59412.0,406,63,56
30.186632,-19.28104,2,70924.0,1363,49,41
-11.170784,31.321642,0,54165.0,236,45,72
-36.804337,-9.128742,0,32300.0,39,41,1
-39.650185,1.9173652,0,20180.0,137,38,27
-49.29767,3.5294077,0,34961.0,79,41,77
-54.081993,-2.4091578,0,28440.0,63,40,87
10.458798,2.0537655,3,64504.0,1314,61,81
-15.188207,35.17885,0,33564.0,71,48,51
-52.90307,-7.2807784,0,17345.0,58,36,79
32.37871,10.187101,2,56320.0,702,47,11
58.975906,-39.84396,0,28647.0,94,36,54
-59.22819,-16.218323,0,15038.0,80,27,93
-15.678403,42.596333,0,32173.0,22,56,0
18.104807,3.5458477,3,68316.0,1211,50,54
31.636826,-18.453928,2,74538.0,1461,43,21
43.94047,15.71792,2,91700.0,1968,43,58
38.213776,8.583908,2,68695.0,1091,45,3
-55.161243,-2.2007647,0,31056.0,55,37,99
30.292658,-17.621183,2,79593.0,1366,41,70
-15.847667,-12.9922695,0,28071.0,313,34,65
-29.731499,25.36567,0,37334.0,62,56,44
-20.935343,4.3787627,0,46423.0,92,42,6
55.873978,-42.012814,0,37126.0,72,43,9
11.728915,18.491655,3,47703.0,655,61,95
49.75082,-29.493462,3,61180.0,704,55,70
-13.502967,-44.883923,0,38998.0,54,60,92
-4.7856956,-12.272516,0,8028.0,178,23,62
27.098858,-18.40745,2,76081.0,1033,52,85
-41.10867,-18.55787,0,34728.0,36,28,2
-5.886247,27.10863,0,33168.0,122,49,0
-11.767966,34.15041,0,33585.0,122,48,91
33.599373,20.122353,2,77037.0,1123,54,3
-10.011686,-14.588814,0,35196.0,497,30,68
4.787679,-26.57949,3,44529.0,691,48,98
30.186695,-19.281017,2,70924.0,1363,49,41
54.59366,-40.916386,0,28764.0,12,48,16
27.625107,17.9757,2,69098.0,2440,65,82
-25.254623,5.8368397,0,25959.0,56,44,1
-53.57799,-14.473691,0,27100.0,37,31,64
47.355854,4.0010376,2,70596.0,968,29,68
-12.438187,17.719105,0,42557.0,270,40,98
-2.3046305,30.092287,3,53312.0,278,63,32
38.835938,23.311079,2,72228.0,1250,62,87
49.410763,8.0832405,2,67605.0,938,27,84
3.916059,-10.72557,3,62845.0,1178,65,3
50.36787,-27.566404,3,65196.0,1155,56,34
32.3929,1.7413962,2,42000.0,653,27,23
55.10389,-39.704937,0,35860.0,49,41,37
7.2338786,32.88329,3,65526.0,506,50,22
-34.545353,25.419434,0,16860.0,38,53,19
39.5545,-27.956501,1,83528.0,1650,22,7
17.453964,1.1355222,2,64176.0,1826,49,52
-19.2997,38.436203,0,22304.0,18,58,91
-12.0307045,-43.253105,2,67023.0,906,36,93
-49.881405,2.1352184,0,32892.0,46,43,78
28.432379,14.751942,2,70713.0,1477,48,23
11.19162,17.742586,3,59925.0,766,59,83
-7.198255,37.39405,0,39722.0,47,61,92
11.605868,29.457918,3,46610.0,467,56,4
29.509361,-22.989786,2,88347.0,2116,53,32
39.84662,-25.492157,1,87171.0,1298,33,27
-27.721167,0.10002485,0,26907.0,22,38,10
-8.776714,11.582043,0,50014.0,396,46,9
-50.33708,-5.4056177,0,41014.0,20,36,65
36.669918,27.547981,2,66294.0,967,49,68
-12.509181,-0.08767802,0,36715.0,357,43,16
29.831831,28.618143,2,79456.0,1401,58,12
-58.807354,-7.6608977,0,40479.0,15,32,95
31.577944,-19.250051,2,75345.0,2087,44,16
12.4026785,5.1647696,3,54233.0,981,37,46
-25.559025,5.7182717,0,24163.0,17,44,3
12.613578,-50.2808,1,84460.0,523,56,80
-56.947968,-10.828809,0,43776.0,23,31,77
32.36332,29.560421,2,71691.0,1192,56,0
27.323849,-13.110316,2,85844.0,1958,41,62
-57.322052,-3.8857565,0,39190.0,133,40,91
26.242088,29.624638,2,71367.0,777,55,24
-20.161495,4.8548603,0,38578.0,73,42,2
-36.95154,22.670366,0,57236.0,121,49,22
-0.88949376,15.031468,3,61825.0,424,35,56
5.392149,35.57485,3,79803.0,868,56,54
48.84926,5.9965076,2,80910.0,756,28,71
-45.234287,-16.106743,0,27590.0,12,32,38
11.357652,9.30918,3,56775.0,937,35,62
36.190216,-28.733454,1,83829.0,1862,39,78
-3.5353372,13.262621,3,54210.0,367,35,18
-11.515306,-15.919584,0,38508.0,443,28,95
-21.22725,-11.705869,0,53187.0,267,44,66
-39.477592,-6.9178233,0,30023.0,61,42,28
25.635841,-17.19881,2,76045.0,1323,54,78
-15.459144,41.529003,0,50870.0,63,62,13
-39.251637,3.00218,0,15315.0,64,44,27
8.399497,-33.09611,3,65463.0,562,40,17
-5.6997967,-2.677275,3,66480.0,312,49,71
40.093918,25.788506,2,76773.0,1156,60,79
31.241016,-14.003499,2,81698.0,1104,31,1
-34.3204,10.7151165,0,54466.0,16,41,78
20.823156,-17.115911,2,98777.0,2008,54,23
-27.726284,-21.697723,0,16269.0,44,30,75
16.25864,-30.094433,1,71819.0,1574,43,70
58.23564,-42.32049,0,33569.0,63,31,10
58.747723,-34.837524,0,36262.0,426,31,24
-22.35294,35.866234,0,22634.0,96,48,47
6.573217,8.312349,3,47025.0,635,36,98
16.618956,7.760036,3,70566.0,757,46,4
-37.008385,-15.62316,0,31605.0,125,35,15
-7.859773,-5.515629,0,52034.0,332,41,67
-40.829826,-10.701342,0,48526.0,135,35,32
1.0616218,24.272636,3,46734.0,330,60,40
-3.6879969,-3.2563324,3,39552.0,384,52,54
9.083487,-2.0401645,3,86358.0,1722,48,78
-37.233604,9.215594,0,46931.0,78,37,94
-51.946247,-23.830744,0,16581.0,24,29,51
26.60513,23.798822,2,63998.0,1168,62,42
6.3521223,-29.161865,3,67381.0,957,63,67
-32.950706,13.653732,0,25930.0,15,47,87
-41.04347,-11.810501,0,42693.0,57,36,29
28.028845,-15.146046,2,85606.0,1956,38,89
25.10032,-32.92059,1,72903.0,2013,29,74
-19.982874,-14.972089,0,49669.0,326,40,97
-20.453825,-1.4218708,0,36778.0,77,46,63
43.26943,24.073689,2,85696.0,1313,52,88
-48.717426,-25.785606,0,10979.0,30,25,34
